username,displayname,userId,rawDescription,verified,created,followersCount,friendsCount,statusesCount,favouritesCount,listedCount,mediaCount,location
ITS_QUEENLANIK,ꜱᴛᴇᴘʜʏ•ʟᴀɴʏ☆🌳,1340022564056428546,"ʙᴛꜱ ᴘᴀᴠᴇᴅ ᴛʜᴇ ᴡᴀʏ, ʙᴛꜱ ᴡᴏʀʟᴅ ᴅᴏᴍɪɴᴀᴛɪᴏɴ, ʙᴛꜱ ᴏʀɢᴜʟʟᴏ ᴅᴇ ᴄᴏʀᴇA.


~𝓘𝓽'𝓼 𝓹𝓻𝓸𝓫𝓪𝓫𝓵𝔂 𝓯𝓾𝓵𝓵 𝓸𝓯 𝓼𝓬𝓪𝓻𝓼, 𝓫𝓾𝓽 𝓲𝓽'𝓼 𝓶𝔂 𝓭𝓮𝓼𝓽𝓲𝓷𝔂.~🌳",False,2020-12-18T19:54:21+00:00,356,252,7975,31683,0,659,
kthxjk7,Gigi ☆🥛,1339421457668050944,⠀⠀⠀⠀⠀   ⠀컷  ·ㅤ𓄹ㅤ𝗯𝗮𝗻𝗴 ⊹ 𝘁𝗮𝗻 ⬪ 𝖻𝗈𝗒𝗌 🕊️ !,False,2020-12-17T04:05:46+00:00,3953,1044,33159,18278,10,5279,Bangtan 💿
jmcore_,Harumi. ☁️,1252011357572079616,BT5 have more diversity in their 'LaLaLas' than some people have in their entire discography.,False,2020-04-19T23:09:10+00:00,475,877,19702,50497,1,1756,
ikooflms,eri,1313655993247637505,⠀⠀ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ⠀⠀⠀⠀♡: @swe6ter @koogibun,False,2020-10-07T01:43:09+00:00,2394,1858,15805,19489,21,931,D-3
idontdodrugsz,verónica,1160750731261042688,ariana and bts remained indifferent and still on top beating the entire industry including your faves,False,2019-08-12T03:11:54+00:00,4944,899,40912,76595,10,1418,sometimes ❀
ggukginy,ً,1323428237221965824,,False,2020-11-03T00:54:39+00:00,52,94,3884,9319,0,86,inactiva ㅠㅠ
jminkitt,Doraemon,1234541161026670593,"ㅤ ㅤㅤ ㅤ ★ 𝗍𝗁𝗂𝗇𝗄𝗂𝗇𝗀 𝝰𝗯𝗼𝘂𝘁 𝗆𝗂𝗆𝗂 𝟤𝟦/𝟳 🍱
ㅤ ㅤ",False,2020-03-02T18:08:55+00:00,207,289,3918,3627,0,81,she¡¡ 🍹
itaekko,ً kinky,1172519938332004353,ㅤㅤㅤㅤㅤㅤyoongi’s real girlfriend  ⋆ ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ:@vtrueboy @jikoohobi,False,2019-09-13T14:38:56+00:00,1383,519,52469,35682,25,7786,
iforvmik,ًani ★,1369080236625760258,"⠀        . . . loading' 📁 𝘃𝗺𝗶𝗻𝗸𝗼𝗼𝗸 love zone!¡
⠀⠀     ⠀⠀     ⠀               ‹3's  @2BUNNYV ; @teteqoiz",False,2021-03-09T00:19:08+00:00,1817,945,25396,20802,9,2396,"building .... ending .. hey where do you think you're going here comes only the biggest group in the world, 방탄 소년단. alison's bff"
ikoowar,ًaleyda lvs iván,1244398358808203266,"⠀⠀ - no jungkook, no opinion ㅤ ㅤ ㅤㅤ ㅤ ㅤ ㅤㅤ ㅤ ㅤ  @minniehobs @dimiecats
 @kmrxsiluv @kthjuky @lvkoomi",False,2020-03-29T22:57:59+00:00,1353,1264,63567,6079,15,3343,googie.♡
sugabIood,ؘleon 🐶 day,1323001634138386432,,False,2020-11-01T20:39:17+00:00,471,355,6503,13869,0,759,#YOONGI: kpop rappers wants to be me so fucking bad
i95V4NTE,chaon,1309615807165616134,oh mami this a new rari,False,2020-09-25T22:08:52+00:00,1316,1302,14287,10308,4,1167, bangtwice. ✦ 
i97prodjk,⁹⁷⁹⁵,1388645982200639488,i have romantic feelings for #JIMIN,False,2021-05-02T00:06:26+00:00,593,450,3043,749,1,992,jungkook´s girlfriend
taephvrie,inuvi ★ V🌟,1386038547858137089,⠀ ⠀ ⠀ ⠀ teens want park jimin not jesus,False,2021-04-24T19:25:35+00:00,904,820,5524,3754,0,1044,"... for kim taehyung, vocalist, dancer, visual, actor, songwriter and the love of my life !! ♥︎ "
vntekiss,by RM 🐑🐏,1258838870629720065,,False,2020-05-08T19:20:36+00:00,871,576,50234,154017,45,16702,"사람들은 다 행복한가 봐
can you look at me? 
'cause i am blue and grey
거울에 비친 눈물의 의미는
웃음에 감춰진 나의 색깔 
blue and grey"
jimimitos,more,1180269431890554880,ㅤ ㅤㅤ ㅤ ㅤ# JIMIN ♡ # JJK :),False,2019-10-04T23:54:02+00:00,301,276,25617,13034,6,3991,
pjkwho,ًME MUDÉ A @fltrjims,1266989223904772096,ㅤㅤㅤㅤㅤ@fltrjims siganme hermanas,False,2020-05-31T07:05:59+00:00,2826,1476,48433,18427,49,3141,#JIMIN
ttaetags,⁹⁵ ⁹⁷,1245540473185370112,ACE of the industry? did u mean jeon jungkook,False,2020-04-02T02:36:20+00:00,176,170,5603,50206,2,518,only army (13)
gooelfss,lei💭,1276624736286437376,,False,2020-06-26T21:14:41+00:00,1386,1054,40403,94319,19,6323,でんせつのいきもの ＜ 𝗸𝗢𝗼𝗞𝘃 !! ♥︎_% 私には、あなたは可愛くて完壁 👛です (╬ Ò﹏Ó) 𝗶𝗟𝘆!!!
jooncats,norman,1164686515601051649,https://t.co/UrGaNTuORo,False,2019-08-22T23:51:30+00:00,1002,340,38111,28498,22,2293,she/her
sIhuettae,？kiel,1395135981733490690,ㅤㅤㅤㅤㅤㅤshh.. hobi is sleeping now zZz,False,2021-05-19T21:55:33+00:00,151,351,1109,290,0,65,ᶻ ᶻ ᶻ
KTH1W0RLD,tatuchi lvs boonִֶָ,1314223098309287936,★ best group. 🍙 BANGTAN !?,False,2020-10-08T15:16:31+00:00,2410,1290,37679,5362,10,5532,only ami ★ ! 
kool9ve,dahlia,988967843181064192, jungkook's REAL gf.,False,2018-04-25T02:28:02+00:00,930,923,19614,28148,12,2546,𝗌𝖾𝖺𝗋𝖼𝗁 𝖿𝗈𝗋: 𝖻𝗎𝗍𝗍
msuqas,yuly,1283460898854772738,🍇🍓🍋 . . . https://t.co/LyaXUoZsjn,False,2020-07-15T17:58:37+00:00,1028,618,24474,17262,11,3172,SHer :-D
srvtss,katy`,1326772206660169728,⠀     キムテヒョン,False,2020-11-12T06:22:26+00:00,247,384,3610,7665,3,952,ella 18 / only bts 
vsuqaz,ً,1357186149941395457,living for Yoongi,False,2021-02-04T04:36:36+00:00,427,407,6555,1737,0,488,only| bts akgae
namjoongirlf,ari ¹²² MIRAR FIJADO,1326890721950003200,⠀⠀⠀ https://t.co/aYmKJzxlrn | fan acc ⁹⁸ | 22:50,False,2020-11-12T14:13:14+00:00,1688,1030,15711,5090,0,2891,ɯɹɐlɐ ǝɥʇ ɓuıɹ
Teijsk,speed||,1319363986878509057,"@Denis_lexiskook



   ㅤㅤㅤㅤㅤㅤㅤㅤbts y taeㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ     ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ",False,2020-10-22T19:44:35+00:00,242,235,19084,5840,5,3109,
frtaegi,nai ☁️,1125414925562724353,ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ𝗺𝘆𝗯𖦹𝘆𝘀 . . . 𝗡𝗔𝗠𝗚𝗜𝗛𝗢𝗣𝗘 ?! %★͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏,False,2019-05-06T15:00:02+00:00,6653,4629,68206,34164,71,4338,@MIMIPlNK ♡ | @JJK_DI0R ♡ 
tete_baby30,~amy⁷~,1287080573555613696,|•ONLY ARMY•| bangtan mi prioridad|134340|•,False,2020-07-25T17:41:56+00:00,87,240,6287,19250,0,205,
taecovers,¹¹⁸,1328810375941410820,taehyung loml,False,2020-11-17T21:21:07+00:00,358,258,4712,1694,3,740,
pjmdoIIi,¹³,1245706436539285504,if it’s not about jimin i don’t wanna hear it ♡,False,2020-04-02T13:35:48+00:00,4601,3868,74215,31765,32,12045,jm’s REAL gf
koovmic,bin,1374540378020442114,. . . br account for bangtan & seori,False,2021-03-24T01:55:48+00:00,50,60,4391,389,0,20,main @vsuglab
vfrogi,:O),1284266285820510210,mis hijos cn taehyung estan en saturno ･ ˚ 。.,False,2020-07-17T23:18:54+00:00,412,325,18168,16175,5,3406,ella 14 🐞🐞🐞
borro_borras,.,1392590965609836547,,False,2021-05-12T21:22:30+00:00,0,0,57,8,1,7,
jkjmbfs,itz ✰ ⁹⁵⁹⁷ inactiva,1333532205948297219,"ㅤㅤㅤㅤㅤ ㅤㅤ ㅤ-- jimin, jungkook and eunwoo girlfriend",False,2020-11-30T22:03:58+00:00,1383,745,9877,8028,3,2244,
elviseok,bren,1392185485167104006,txt,False,2021-05-11T18:31:14+00:00,62,67,1283,685,0,326, she/her (16)
jeonlyrcs,brisa,1390531411996811267,only army no cupcakes,False,2021-05-07T04:58:42+00:00,58,62,1846,636,0,195,
junkqoo,εiз,1391863460615663619,jungkook te entrego mi corazón emo,False,2021-05-10T21:11:54+00:00,52,56,1211,378,0,282,ella =^)
tekoovt,gia,978743846111768576,for south korea͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏'s power couple,False,2018-03-27T21:21:31+00:00,454,230,15743,12828,2,3058,she/her
bearggukly,teku; prod v,1256670991650086912,͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏  ͏ ͏ ˒ ⌕ my search : 𝗍𝖾𝗍𝖾 𝖼𝗁𝖾𝖾𝗄𝗌!! 🍞ᵕ̈🍞,False,2020-05-02T19:45:00+00:00,2055,1826,13211,25867,5,978,little bread cheeks：taehyung has the most beautiful and plump cheeks in the world !! sun smile ^_^：jungkook has a radiant & captivating smile !!
koogiv_v,nat,1353442273858613249,waiting for taegikook subunit 🍡,False,2021-01-24T20:39:28+00:00,480,312,6051,4027,1,1238,read byf
iteterry,oºoºo,1387115176982302722,only tannies :D 💗⭐💗⭐,False,2021-04-27T18:43:30+00:00,330,324,899,526,2,33,ella (17) 
iMONIENLY,monid,1300533084278992902,,False,2020-08-31T20:37:13+00:00,128,116,12128,35573,3,1457,
rkivefilmt,fer,1387080963650465795,my mind is about namkook 24/7,False,2021-04-27T16:27:36+00:00,955,507,5105,3771,1,1333,JJK1 ft RM
jungtattoo,mel,1357247267489468416,b͟ut͟ter͟: sorry guys but i can't help being so popular,False,2021-02-04T08:39:19+00:00,299,303,3181,3686,0,513,he she
kooibie,✿,1159907052501786625,"jungkook, for me u will always be the first",False,2019-08-09T19:19:26+00:00,263,150,9654,5365,3,1319,she |18   btspop
jimidolly,lani,1321813242025545730,don't talk about jimin unless you're praising him ͏͏͏͏͏͏͏ ͏͏͏͏͏͏͏ ͏͏͏͏ ͏͏͏͏͏͏͏ ͏͏͏͏͏͏͏ ͏͏͏ ͏͏͏͏͏͏ ͏͏͏͏͏͏͏,False,2020-10-29T13:57:05+00:00,385,275,30708,18787,4,7267,ella (16)
minielast,ً,1396661263334322180,,False,2021-05-24T02:56:23+00:00,154,160,1142,202,0,265,
YOONGINIST4,Bri; #TeamFinn ¡lei day! 🐣,1067562016037105664,CATBOi? 🌟 Y!OooOONGI!!% (zZZzZ),False,2018-11-27T23:33:13+00:00,683,526,52492,82772,3,4264,yoobi ♡
vntephiIe,ִֶָ,1107433127645978626,??? of course i'd give everything for taehyung,False,2019-03-18T00:06:47+00:00,148,158,47454,110154,6,7159,"17, ella & ¡only bts!"
namjkm,⍨,1033250572256854021,𖥻 don’t ever talk about JIMIN unless you’re praising him ★!,False,2018-08-25T07:11:48+00:00,254,297,14731,88459,1,580,minimoni ★   br @joonlvs_
stilIwithyoump3,ًia,1343227234644094976,,False,2020-12-27T16:08:55+00:00,284,329,7163,11235,0,1156,she/her
ymnraps,‎ًann 📚,1090394963232227328,"non-bio, not thoughts; only #taegimin ! ㅤ ㅤㅤ ㅤ",False,2019-01-29T23:43:12+00:00,1456,443,76394,85706,20,12079,JIMIN
vmkrawr,team Agust D,1311010598923259905,"ㅤㅤㅤJimin reacted 👍🏻: am I your real girlfriend?ㅤ     
ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ",False,2020-09-29T18:31:12+00:00,377,720,81100,71700,1,12525,mimi t amo 
TAEGIROCK,ً,1281367486651412482,waiting for taegi subunit don't bother ㅤㅤ ㅤㅤㅤㅤㅤㅤ,False,2020-07-09T23:20:13+00:00,152,145,3680,1131,0,895,
sugaviIIe,team agust d ⭐,1268745895845257216,contando nubes con yoongi ‧₊˚✩,False,2020-06-05T03:26:35+00:00,348,364,3840,8406,4,634,ella :O 
taefIores,( _ _ ) 𓏸 𓈒 🐌,1367895351252946950,,False,2021-03-05T17:50:49+00:00,109,85,850,505,0,69,kth  ꕤ  =O) 
koibito_vv,vins ⁹³ 🗯,1190412374999732224,for the nonstop world's biggest band: bts,False,2019-11-01T23:36:57+00:00,1176,910,51701,191063,23,5990,
byteteily,aki :o),1364024221622484997,,False,2021-02-23T01:28:22+00:00,152,159,1243,4860,0,119,
Ggukxugh,𝟕 Tokyo 🇵🇪 ⁶¹³ PERU GANÓ,1283084869527011328,"DFI: No crees en el @BTS_twt Paved The Way / solo stan/ cupcake.          
 𝐒̸̶𝐇̷̲𝐄̷̷̶ / 𝐄̶ׂ̲𝐋̸̸̷̸̶𝐋̶̷𝐀̶̶̷̸̶̷̸",False,2020-07-14T17:05:27+00:00,288,589,11851,11257,1,850,𝐉̸̷𝐊 𝓥  𝟏𝟵̷̲𝟵̷̲𝟕
itsndai,angeles,1267442876759322626,🔗https://t.co/0OpyI96NcQ,False,2020-06-01T13:08:37+00:00,779,772,23163,67187,1,195,
kthbestiee,᥊ⅈꫀ𝕫ꪶꪗ,1337588141180542977,⠀⠀ 𝙇𝙞𝙫𝙞𝙣𝙜 𝘧𝘰𝘳 𝙏𝙖𝙚𝙝𝙮𝙪𝙣𝙜.,False,2020-12-12T02:40:57+00:00,729,723,5197,5238,1,575,only army 
lvsyoobie,ً ale,1372021664045805570,💬 . . . (zZz) non tannies shut the fuck up,False,2021-03-17T03:07:24+00:00,141,106,3336,4170,0,786,she/her
quanxizoe,makima's,1267338947711074304,coney island queen,False,2020-06-01T06:15:41+00:00,153,182,17819,24749,3,1257,read my carrd pls!!!!! 
vanjk0,miche,1283203560755388418,︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎  hoseok te dedico la de electric love,False,2020-07-15T00:55:56+00:00,472,474,16004,4616,4,2374,
ilvstae,alezu🧸,1051229929357148160,ㅤㅤㅤㅤ#태형: 𝘠𝘰𝘶 𝘤𝘢𝘯'𝘵 𝘭𝘪𝘷𝘦 𝙬𝙞𝙩𝙝𝙤𝙪𝙩 𝙢𝙚 ੈ⨾,False,2018-10-13T21:55:20+00:00,276,200,8487,20172,7,493,bamtori
fIowerbyv,ً,1159950233259917313,⠀⠀me and tannies always forever ♡ ˃̵ᴗ˂̵,False,2019-08-09T22:11:01+00:00,198,201,2821,12287,1,475,ella ʚɞ 🐈
les_hpx,Lexi⁷🧈,1309039495988359168,,False,2020-09-24T07:58:54+00:00,1732,1321,22215,18162,5,819,
jieunstarry,Elizabeth /🧈/🚲,1320116323922444288,only bts & iu  || fan account     goals; @minshujk,False,2020-10-24T21:34:18+00:00,142,176,5788,3369,1,621,STREAM BUTTER/LILAC
minvsnt,maira,1283544190400503809,zts — ♡'just bts and zayn,False,2020-07-15T23:29:26+00:00,64,93,10712,17722,0,521,sweet night by v of bts ☽
_teIepathy,ℒuan🧈⁷,1122453611445981184,"#태태:ᶠʳᵉᵉ ʰᵘᵍ                                             
             
High like the Moon",False,2019-04-28T10:52:49+00:00,708,321,18970,45248,11,898,𝑜𝑛𝑙𝑦 𝑏𝑡𝑠 
ksjtenor,nia,1396294197070778377,waiting for actor seokjin debut and jjk1,False,2021-05-23T02:37:48+00:00,129,128,1178,969,0,369,moon
namsolecito,kiki 🚲,1320410421673840642,20 | namjoon te dedico mi vida de divino,False,2020-10-25T17:02:42+00:00,906,426,30563,52558,4,4577,pr
iKOOKGl,ًdany lvs koo,716993466,⠀⠀ ⠀⠀⠀ ⠀ — 𝗒𝗈𝗈𝗇𝗀𝗂 𝖾𝗌 𝗆𝗂 𝗅𝗎𝗀𝖺𝗋 𝗌𝖾𝗀𝗎𝗋𝗈,False,2012-07-25T23:43:47+00:00,5876,1391,191471,13526,62,21925,waiting for jjk1
honsoq,ً,1084265215078805504,,False,2019-01-13T01:45:46+00:00,946,476,23123,64553,6,3571,
pjmlandia,🥪¹³,1308588565526458368,#지민,False,2020-09-23T02:06:52+00:00,154,93,159,214,0,14,waiting for pjm1 
lostannies,ؘ,1336487704108920832,,False,2020-12-09T01:48:53+00:00,634,611,3367,3276,0,99,
jksmor,保,1320133924111159296,"most famous and successful idol in the world is so long, just say jungkook",False,2020-10-24T22:43:55+00:00,161,135,7009,5124,1,1411,01/09/97
yzxngi,⁷aguss ; inactiva 📚 | 🇦🇷,1044625379380604928,,False,2018-09-25T16:31:13+00:00,2371,2247,3566,5175,4,85,
jeonvcals,𓍯 ًsoli. ៸៸,1221585748241145858,ㅤ      ㅤ       🍙 waiting for JJK1,False,2020-01-27T00:08:49+00:00,404,516,19483,47796,1,858,s-her! | only army
jkfilmt,⁹⁷,1293348836942008320,my mind thinks all the time of 💭 jjk1,False,2020-08-12T00:49:37+00:00,285,252,19137,19654,3,4354,sHer❕19
gooflter,ًً,977717711894704134,i miss hobi... 💭,False,2018-03-25T01:24:02+00:00,1645,1279,49089,96458,7,2764,read carrd byf !! 
swydua,gabriela,1272343257255641092,el feminismo no hizo still with you,False,2020-06-15T01:40:52+00:00,1247,984,22573,17402,4,3311,JJK1
vhopebffs,꒰ఎ ♡ ໒꒱,807022904189669376,Non-Hoseokers... Why? (main/side),False,2016-12-09T00:43:48+00:00,242,322,14531,33881,2,1702,She/Ella
jmsvocaIs,ؘ,1278816352439078912,,False,2020-07-02T22:22:44+00:00,144,142,12541,8595,1,2894,"jeon jungkook; main vocalist, lead dancer, sub-rapper, center, producer, composer, director, king of social media, artist and worldwide it boy"
jm95Os,m inac,1389295985499721736,,False,2021-05-03T19:09:18+00:00,167,184,2086,443,0,262, s-her | ♥︎
thehobiland,¹¹²,1212908843463667712,vope’s bestfriend (real),False,2020-01-03T01:29:49+00:00,228,340,44670,24163,2,12356,ella | 15
tetevoit,◡̈,1371824431891423233,.  .  .  kim “first and only Idol” taehyung,False,2021-03-16T14:03:43+00:00,902,652,1206,1246,3,190,@igreyoon
suabyss,ִֶָ kyuu,1243590598684221448,dont talk abt seokjin unless is to praise him🧚🏻‍♀️🖍,False,2020-03-27T17:28:06+00:00,288,174,19407,22677,5,1896,ella / kyuu
97SFLTER,d; ✰,4903228526,zZz ... Hi !! u entered into a BTS love zone,False,2016-02-13T19:16:48+00:00,508,337,33493,52998,7,283,`🥢 ៸៸ 𝟫𝟧 ﹠ 𝟫𝟩 ─ ji.kook !
MiNJK7_,Wilson⁷,1222666128641679361,"                             
                        ͏͏͏͏͏͏       only army !☆
͏͏͏͏͏͏    ͏͏͏͏͏͏͏͏͏͏͏͏           https://t.co/93AtrF6cc7",False,2020-01-29T23:41:48+00:00,1224,791,42370,35338,14,3799,jimin supremacy
thelxstmyg,Lex⁷,1101239191483154433,fan account | only army,False,2019-02-28T21:54:18+00:00,663,715,18922,107495,8,1463,
vntezoned,caty ♡'s tina,816482239252926465,⠀   non bts supremacists don't interact -      ♡:@tetemiels @dimiIies @yookuks @ik6olvr,False,2017-01-04T03:11:50+00:00,1829,3337,24895,177325,9,2916,
kthmiau_u,haru inact 📚,1343239829841190918,taehyung? I do not like this boy! I do not talk about taehyung! I can not stand taehyung! off: tete i miss u sm (っ˘̩╭╮˘̩)っ,False,2020-12-27T16:58:38+00:00,439,466,2682,1729,0,288,seokjin (´∩｡• ᵕ •｡∩`) 
skjlovesme,"noe •ᴗ• | enojada, no molestar",1290138442177941505,hola gente acá estoy con mi novihcndnndbfnfjfhhfhdbfbhfbr basta seokjin ya te dije que no me des besos cuando estoy escribiendo https://t.co/VitI3HLdjI,False,2020-08-03T04:12:38+00:00,1113,2209,18218,24419,4,567,jin
yo_ongzugh,★ milo 🧈,1369448965574438919,ㅤ ㅤ ㅤ💭 for 𝗕𝗧𝗦 and 𝗛𝗘𝗘𝗦𝗘𝗨𝗡𝗚 ?!ㅤ ㅤ ㅤㅤㅤㅤ  ㅤ ㅤ ꒰🥛૮₍˶• . • ⑅₎ა @Tjkhuentakik ꒱,False,2021-03-10T00:44:35+00:00,284,447,6790,8104,0,172,૮₍ ˃⤙˂ ₎ა  ##★. . THEY%he / 📁  yoongi love zone
jkrckstr,𝄞,1249069874690822145,⠀⠀if you are not jungkook you are not worth itㅤㅤ⠀⠀,False,2020-04-11T20:20:58+00:00,1612,1138,27379,15070,12,4484,she/her 
rmIindo,@tqnamu,1364530985963028481,goodbye chau adiós anyeong,False,2021-02-24T11:02:14+00:00,335,292,10835,26215,1,742,
taegipov,seba,1391160626282696707,,False,2021-05-08T22:38:48+00:00,319,293,1378,488,1,163,
steteberry,👼🏻⁹⁵ JUNE 25TH,1229127788491354113,waiting for KTH1 & JJK1 from the worldwide IT boys V and JK,False,2020-02-16T19:38:03+00:00,174,244,2933,2154,0,522,read carrd byf
inmyoonie,mariel,1369475194776154112,tae forgives but I don't,False,2021-03-10T02:28:37+00:00,222,174,1853,3031,0,598,she/her
subjaemin,🥛,993912386674446336,"Ah-ooh-ah, sweet talker

READ CARRD DFI",False,2018-05-08T17:55:53+00:00,281,322,42313,15024,4,13549,TWICE & JUNGWON
mocaEran,ayl,1260397005190434816,"Diluc, of Mondstadt. Not interested in idle chit-chat. If you have things you want to get done, let me know.",False,2020-05-13T02:30:47+00:00,173,192,16456,2809,6,1940,nami ♡
s6pjm,َ,1393108917899640835,back to you,False,2021-05-14T07:40:33+00:00,63,85,463,652,0,72,
ferretinhos,danete,1349834314213715977,,False,2021-01-14T21:42:42+00:00,36,42,4250,5686,0,620,
jaehyunseios,clarinhe,1191144273040859136,ningning ⅓,False,2019-11-04T00:05:23+00:00,432,109,4299,12475,7,1254,ce
GROOREPORT,morg,3572497947,Ongoing harvard experiment,False,2015-09-07T02:52:32+00:00,516,322,51093,66080,5,5912,they them white 
s2vjoy,jisa💋 ♪ ¹¹⁸,1320683910179770368,ji(hyo)+sa(eu)= Vjoy🌸 .forget me,False,2020-10-26T11:09:26+00:00,323,286,24666,12472,4,4999,stan kim taehyung V
hanjismo,lauli,1391061242299752449,your love is good2me @aerilults,False,2021-05-08T16:03:49+00:00,67,79,2651,824,0,462,ela/dela 15
goxyre,yilo ex-paraguaya,1215284278562607109,,False,2020-01-09T14:49:12+00:00,2502,2530,55118,41138,12,8218,bts akgae 
aguskji,"ًxiao 𔘓 nini, closed ★",1302441385614807047,⠀⠀⠀⠀⠀⠀ #YOONJIN⠀:⠀we are fishing  🎣,False,2020-09-06T03:01:34+00:00,620,678,6482,3279,1,813,"seokjin is the most beautiful man in the world and nothing you could say would change my mind, because this is the most clear true."
sooyaasvogue,rafael,1205668465077604352,"papacito (eu) fala, vagabundo (@nayeonvouge) senta 😘",False,2019-12-14T01:59:08+00:00,331,430,3400,1188,3,353,aespa and blackpink
seokstreets,v,1353604969174282244,"hobi is nice, i’m not",False,2021-01-25T07:26:00+00:00,184,193,7050,14993,1,1508,he/him
fififilmnn,🐰,1101787513188839424,,False,2019-03-02T10:13:08+00:00,24,85,927,658,0,5,
_185kidd,น่ารักจังwa,805450479102619652,🪄⊹˚ꔛ “𝗠𝗮𝗿𝗸 𝗹𝗲𝗲” 𝗶𝘀 𝘁𝗵𝗲 𝗯𝗲𝘀𝘁 & “𝗦𝗲𝗵𝘂𝗻” 𝗴𝗼𝗼𝗱 𝗯𝗼𝗶 ᴇxᴏ-ʟ | ɴᴄᴛ-ᴢᴇɴ,False,2016-12-04T16:35:33+00:00,43,556,97754,5119,1,55,marklee.cute
mindapsrx,Mιиd ♡ DFTF,173096926,𝘉𝘦𝘭𝘪𝘦𝘷𝘦 𝘪𝘯 𝘒𝘈𝘐𝘏𝘜𝘕 𝘳𝘦𝘭𝘪𝘨𝘪𝘰𝘯 𝘢𝘯𝘥 𝘢𝘯𝘨𝘦𝘭 𝘚𝘦𝘩𝘶𝘯𝘯𝘪𝘦 (•̀ᴗ•́)🐣𝗡𝗢 𝗦𝘂𝗽𝗲𝗿𝗠,False,2010-07-31T12:23:56+00:00,185,415,154512,3919,0,2838,𝖻𝗍𝗍𝗆!𝖲𝖾𝗁𝗎𝗇𝗇𝗂𝖾 
JinLazy,Jin Lazy,1897518926,You'll neva know what I feel inside me :),False,2013-09-23T14:47:22+00:00,8,51,12,23,0,1,"HCMC, Vietnam"
cksk29291xs,.,1379200567562625032,,False,2021-04-05T22:33:42+00:00,1,0,101,1,0,3,
M1NSUGA93,vale 🧈,1371918897218211841,yoongi's official soulmate,False,2021-03-16T20:20:21+00:00,107,117,2321,2599,0,564,BTSPOP! 📀 
taekoosf,;,1338229826424074246,koo is my pretty boy,False,2020-12-13T21:10:38+00:00,40,69,229,158,0,25,crying in taekook
doublebunny_,ani,1239984160544079878,"q te digo? soy la mejor jungkookista           
@CATHB0Y",False,2020-03-17T18:37:29+00:00,628,617,28579,72090,0,1135,only army
wvwovb,ʚ♡ɞ,1364979427311026181,icon por @yoongiracistt,False,2021-02-25T16:44:03+00:00,26,32,188,85,0,15,priv when 💤💤💤
doublebunny___7,순아♡´･ᴗ･`♡|I'm a GOAT🐐💛🇲🇽,1088835817798287360,"#BANGTAN: Teamwork makes the dream work✨💜
#HOSEOK: You are my only love ♡´･ᴗ･`♡
@BTS_twt @UNAM_MX
FAN ACCOUNT",False,2019-01-25T16:27:43+00:00,1565,1286,107554,59340,13,7165,Hoseok.♡´･ᴗ･`♡
jminlluv,gabriela,1267627784098234369,only for bts ♡ spt: mamamoo,False,2020-06-02T01:23:37+00:00,1428,1315,25467,58297,3,1395,
Kimellsun,◇❖⁷Kimell⟭⟬⁶❖◇ ☕🐻,1298034994997125122,"Shine, dream, smile. Oh let us light up the night 우리 그 자체로 빛나 tonight✨ 
Only Army",False,2020-08-24T23:11:15+00:00,424,633,4499,13412,1,88,☆｡*Life Goes On*｡☆ 
stig_vmin,⁹⁵,1363633330265198594,"▪︎95 by vmin💜
  ▪︎KTH1 & PJM1",False,2021-02-21T23:35:37+00:00,136,499,15539,19808,1,535,BTS and Sabrina Carpenter 
jjkpjmss,yhan¹³ inactiva,1304632239339327488,"Ari and only jjk, pjm ♡",False,2020-09-12T04:05:46+00:00,371,333,16214,43065,2,1402,SYT 🤍
boyfrientv,mutt café owner,1336880839687352320,L-LANA-CHAN !!! TASKATE !!! B-BLUE BANSTERS ?!? BAAAAKA BWAAAHAHAHA !!!,False,2020-12-10T03:50:15+00:00,132,120,9767,27072,2,2232,回
bluerming,fla,1212816075999461378,(ambientada em uma,False,2020-01-02T19:21:12+00:00,479,556,26987,28058,9,10352,
